hour,nodes,edges,replies,retweets,quotes,interactions,independent,neutral,positive,negative,ntweets,per_neutral,per_positive,per_negative,indeg_pos,indeg_neg,indeg_neu
2016-06-03_22,170898,414864,213,1693,53,1959,375,699,1205,430,2334,0.2994858611825193,0.5162810625535561,0.1842330762639246,134436.0,41716.0,42477.0
2016-06-03_23,171085,415574,97,1030,26,1153,253,415,675,316,1406,0.2951635846372688,0.4800853485064011,0.22475106685633,134842.0,41777.0,42519.0
2016-06-04_00,171171,415892,47,461,19,527,138,197,349,119,665,0.2962406015037594,0.524812030075188,0.17894736842105263,135047.0,41791.0,42530.0
2016-06-04_01,171215,416040,17,258,10,285,88,129,178,66,373,0.34584450402144773,0.4772117962466488,0.1769436997319035,135168.0,41819.0,42536.0
2016-06-04_02,171251,416168,13,188,7,208,39,87,121,39,247,0.3522267206477733,0.4898785425101215,0.15789473684210525,135240.0,41834.0,42542.0
2016-06-04_03,171274,416268,9,167,2,178,34,66,96,50,212,0.3113207547169811,0.4528301886792453,0.2358490566037736,135311.0,41855.0,42549.0
2016-06-04_04,171317,416443,8,266,7,281,82,79,179,105,363,0.21763085399449036,0.4931129476584022,0.2892561983471074,135403.0,41870.0,42576.0
2016-06-04_05,171381,416752,21,456,16,493,138,158,333,140,631,0.25039619651347067,0.5277337559429477,0.2218700475435816,135587.0,41893.0,42596.0
2016-06-04_06,171505,417315,58,857,36,951,256,313,646,248,1207,0.2593206296603148,0.5352112676056338,0.20546810273405136,135975.0,41922.0,42624.0
2016-06-04_07,171771,418281,145,1457,48,1650,473,657,967,499,2123,0.3094677343382007,0.45548751766368345,0.23504474799811587,136472.0,42042.0,42691.0
2016-06-04_08,172117,419414,196,1567,57,1820,596,692,1240,484,2416,0.28642384105960267,0.5132450331125827,0.20033112582781457,136964.0,42206.0,42750.0
2016-06-04_09,172457,420440,168,1343,65,1576,592,806,939,423,2168,0.37177121771217714,0.4331180811808118,0.19511070110701106,137354.0,42355.0,42804.0
2016-06-04_10,172818,421521,188,1454,64,1706,585,754,1051,486,2291,0.3291139240506329,0.45875163683980796,0.21213443910955915,137788.0,42487.0,42871.0
2016-06-04_11,173126,422573,148,1422,87,1657,631,797,1038,453,2288,0.34833916083916083,0.45367132867132864,0.1979895104895105,138275.0,42593.0,42910.0
2016-06-04_12,173420,423565,169,1343,83,1595,601,825,953,418,2196,0.3756830601092896,0.43397085610200364,0.19034608378870674,138631.0,42710.0,42942.0
2016-06-04_13,173712,424556,188,1366,61,1615,459,725,916,433,2074,0.34956605593056894,0.4416586306653809,0.20877531340405014,139041.0,42833.0,42987.0
2016-06-04_14,173993,425529,165,1396,43,1604,426,712,907,411,2030,0.35073891625615766,0.44679802955665027,0.20246305418719213,139436.0,42899.0,43099.0
2016-06-04_15,174230,426516,155,1366,52,1573,422,656,1009,330,1995,0.3288220551378446,0.505764411027569,0.16541353383458646,139801.0,42962.0,43181.0
2016-06-04_16,174553,427564,170,1327,59,1556,417,633,999,341,1973,0.32083122149011656,0.5063355296502787,0.17283324885960466,140111.0,43037.0,43240.0
2016-06-04_17,174882,428695,165,1696,52,1913,445,761,1262,335,2358,0.32273112807463955,0.5351993214588634,0.14206955046649702,140697.0,43167.0,43301.0
2016-06-04_18,175158,429774,148,1572,52,1772,346,578,1150,390,2118,0.2728989612842304,0.5429650613786591,0.18413597733711048,141185.0,43332.0,43363.0
2016-06-04_19,175432,430852,109,1492,40,1641,355,628,994,374,1996,0.31462925851703405,0.49799599198396793,0.187374749498998,141551.0,43480.0,43429.0
2016-06-04_20,175733,432002,135,1695,71,1901,349,662,950,638,2250,0.2942222222222222,0.4222222222222222,0.28355555555555556,142078.0,43619.0,43599.0
2016-06-04_21,176005,433167,160,1631,74,1865,410,691,984,600,2275,0.3037362637362637,0.43252747252747253,0.26373626373626374,142540.0,43762.0,43741.0
2016-06-04_22,176371,434358,197,1592,64,1853,347,682,985,533,2200,0.31,0.44772727272727275,0.24227272727272728,142961.0,44001.0,43811.0
2016-06-04_23,176594,435084,126,1044,32,1202,220,402,709,311,1422,0.28270042194092826,0.49859353023909986,0.21870604781997188,143274.0,44105.0,43864.0
2016-06-05_00,176717,435480,71,503,30,604,125,216,361,152,729,0.2962962962962963,0.49519890260631,0.2085048010973937,143413.0,44150.0,43894.0
2016-06-05_01,176774,435668,37,280,15,332,85,120,213,84,417,0.28776978417266186,0.5107913669064749,0.2014388489208633,143502.0,44165.0,43935.0
2016-06-05_02,176807,435780,10,169,2,181,35,72,101,43,216,0.3333333333333333,0.4675925925925926,0.19907407407407407,143546.0,44187.0,43941.0
2016-06-05_03,176837,435883,8,171,3,182,46,65,107,56,228,0.2850877192982456,0.4692982456140351,0.24561403508771928,143591.0,44201.0,43951.0
2016-06-05_04,176878,436036,12,210,7,229,60,89,122,78,289,0.3079584775086505,0.42214532871972316,0.2698961937716263,143647.0,44212.0,43977.0
2016-06-05_05,176953,436283,16,409,6,431,119,171,252,127,550,0.3109090909090909,0.4581818181818182,0.2309090909090909,143785.0,44255.0,43999.0
2016-06-05_06,177092,436779,89,803,15,907,195,304,564,234,1102,0.27586206896551724,0.5117967332123412,0.21234119782214156,144109.0,44317.0,44034.0
2016-06-05_07,177383,437716,98,1341,49,1488,454,614,905,423,1942,0.3161688980432544,0.46601441812564365,0.21781668383110195,144502.0,44482.0,44070.0
2016-06-05_08,178125,440168,289,3254,105,3648,1192,1508,2164,1168,4840,0.31157024793388427,0.4471074380165289,0.2413223140495868,145294.0,44920.0,44607.0
2016-06-05_09,178870,442603,279,3369,144,3792,905,1394,2127,1176,4697,0.29678518203108367,0.4528422397274856,0.2503725782414307,146151.0,45377.0,45253.0
2016-06-05_10,179464,444547,316,2474,101,2891,747,1154,1441,1043,3638,0.3172072567344695,0.3960967564595932,0.28669598680593733,146722.0,45710.0,45584.0
2016-06-05_11,179991,446152,280,2174,102,2556,679,1004,1358,873,3235,0.310355486862442,0.4197836166924266,0.2698608964451314,147268.0,45929.0,45868.0
2016-06-05_12,180455,447560,266,1924,70,2260,583,1059,1099,685,2843,0.3724938445304256,0.3865634892718959,0.2409426661976785,147773.0,46250.0,46091.0
2016-06-05_13,180830,448786,183,1820,91,2094,443,865,1067,605,2537,0.34095388253843123,0.4205754828537643,0.2384706346078045,148374.0,46498.0,46235.0
2016-06-05_14,181194,449910,155,1632,61,1848,434,824,856,602,2282,0.36108676599474143,0.37510955302366344,0.26380368098159507,148794.0,46774.0,46437.0
2016-06-05_15,181589,451228,213,1839,56,2108,449,944,1018,595,2557,0.369182635901447,0.3981228001564333,0.23269456394211968,149245.0,47041.0,46590.0
2016-06-05_16,181910,452451,219,1734,82,2035,380,910,967,538,2415,0.37681159420289856,0.4004140786749482,0.2227743271221532,149711.0,47273.0,46755.0
2016-06-05_17,182298,453765,207,1889,72,2168,472,983,1197,460,2640,0.3723484848484849,0.45340909090909093,0.17424242424242425,150388.0,47435.0,46893.0
2016-06-05_18,182762,455201,252,1958,102,2312,599,1186,1146,579,2911,0.40742013053933357,0.3936791480590862,0.19890072140158022,150936.0,47649.0,47018.0
2016-06-05_19,183266,456664,237,2150,63,2450,511,1264,1105,592,2961,0.42688280986153326,0.37318473488686255,0.1999324552516042,151638.0,47808.0,47193.0
2016-06-05_20,183720,458017,224,2048,93,2365,467,1140,1186,506,2832,0.4025423728813559,0.4187853107344633,0.1786723163841808,152486.0,47962.0,47313.0
2016-06-05_21,184266,459701,240,2316,88,2644,544,1099,1306,783,3188,0.34473023839397743,0.4096612296110414,0.24560853199498117,153260.0,48288.0,47486.0
2016-06-05_22,184535,460846,180,1684,79,1943,398,808,989,544,2341,0.34515164459632636,0.42246903032891925,0.23237932507475437,153817.0,48471.0,47568.0
2016-06-05_23,184710,461514,117,987,31,1135,250,497,587,301,1385,0.3588447653429603,0.42382671480144407,0.21732851985559568,154163.0,48544.0,47615.0
2016-06-06_00,184798,461830,68,498,13,579,154,224,334,175,733,0.30559345156889495,0.45566166439290584,0.23874488403819918,154377.0,48568.0,47640.0
2016-06-06_01,184840,461977,23,217,4,244,63,110,123,74,307,0.3583061889250814,0.4006514657980456,0.24104234527687296,154454.0,48581.0,47673.0
2016-06-06_02,184898,462129,13,222,2,237,110,134,110,103,347,0.3861671469740634,0.3170028818443804,0.2968299711815562,154509.0,48599.0,47691.0
2016-06-06_03,184934,462254,8,198,10,216,67,85,127,71,283,0.3003533568904594,0.44876325088339225,0.2508833922261484,154561.0,48611.0,47712.0
2016-06-06_04,184992,462453,11,326,9,346,100,156,180,110,446,0.34977578475336324,0.40358744394618834,0.24663677130044842,154664.0,48626.0,47753.0
2016-06-06_05,185112,462846,46,586,15,647,233,315,356,209,880,0.35795454545454547,0.40454545454545454,0.2375,154833.0,48687.0,47807.0
2016-06-06_06,185338,463712,109,1261,57,1427,446,609,749,515,1873,0.32514682327816335,0.399893219434063,0.2749599572877736,155152.0,48806.0,47912.0
2016-06-06_07,185752,465155,178,1907,70,2155,751,1197,977,732,2906,0.411906400550585,0.33620096352374396,0.251892635925671,155526.0,49043.0,48024.0
2016-06-06_08,186334,466777,229,1959,92,2280,893,1574,882,717,3173,0.4960605105578317,0.27797037503939487,0.2259691144027734,155855.0,49182.0,48106.0
2016-06-06_09,187050,468689,295,2356,115,2766,1161,1708,1283,936,3927,0.43493761140819964,0.3267125031830914,0.23834988540870894,156175.0,49379.0,48307.0
2016-06-06_10,187800,470567,273,2289,118,2680,1042,1655,1100,967,3722,0.4446534121440086,0.2955400322407308,0.2598065556152606,156513.0,49576.0,48476.0
2016-06-06_11,188593,472597,327,2633,139,3099,1076,2006,1344,825,4175,0.48047904191616764,0.3219161676646707,0.19760479041916168,157071.0,50036.0,48597.0
2016-06-06_12,189352,474528,308,2471,120,2899,1028,1875,1292,760,3927,0.4774637127578304,0.329004329004329,0.19353195823784058,157593.0,50319.0,48704.0
2016-06-06_13,189987,476256,236,2314,92,2642,923,1689,1203,673,3565,0.4737727910238429,0.3374474053295933,0.18877980364656383,158084.0,50601.0,48808.0
2016-06-06_14,190628,477889,293,2201,112,2606,796,1479,1239,684,3402,0.4347442680776014,0.36419753086419754,0.20105820105820105,158607.0,50862.0,48925.0
2016-06-06_15,191201,479563,275,2359,107,2741,867,1570,1264,774,3608,0.4351441241685144,0.35033259423503327,0.21452328159645231,159172.0,51229.0,49145.0
2016-06-06_16,191805,481401,358,2297,99,2754,818,1664,1147,761,3572,0.4658454647256439,0.32110862262038076,0.21304591265397538,159638.0,51492.0,49346.0
2016-06-06_17,192333,483022,268,2196,87,2551,796,1461,1162,724,3347,0.4365103077382731,0.3471765760382432,0.2163131162234837,160124.0,51723.0,49513.0
2016-06-06_18,193243,485011,320,2635,101,3056,1596,2427,1437,788,4652,0.5217110920034393,0.3088993981083405,0.16938950988822013,160726.0,51942.0,49665.0
2016-06-06_19,194301,487582,338,3402,120,3860,769,2138,1693,798,4629,0.4618708144307626,0.36573774033268525,0.17239144523655217,161612.0,52271.0,49779.0
2016-06-06_20,195070,489601,264,2745,97,3106,610,1683,1329,704,3716,0.45290635091496234,0.3576426264800861,0.18945102260495156,162257.0,52530.0,49926.0
2016-06-06_21,195820,492048,245,3382,128,3755,811,1949,1622,995,4566,0.42685063512921595,0.35523434077967586,0.2179150240911082,163023.0,52887.0,50232.0
2016-06-06_22,196308,493695,279,2056,95,2430,470,1333,940,627,2900,0.4596551724137931,0.32413793103448274,0.21620689655172415,163395.0,53098.0,50430.0
2016-06-06_23,196565,494415,96,929,40,1065,224,569,458,262,1289,0.44142746314972847,0.35531419705197825,0.20325833979829325,163635.0,53187.0,50484.0
2016-06-07_00,196741,494809,57,554,24,635,131,354,289,123,766,0.4621409921671018,0.3772845953002611,0.16057441253263707,163860.0,53214.0,50502.0
2016-06-07_01,196821,494991,19,295,12,326,78,191,134,79,404,0.47277227722772275,0.3316831683168317,0.19554455445544555,163946.0,53256.0,50517.0
2016-06-07_02,196885,495132,10,207,3,220,61,142,97,42,281,0.505338078291815,0.34519572953736655,0.1494661921708185,164015.0,53277.0,50527.0
2016-06-07_03,196978,495302,13,238,2,253,93,179,85,82,346,0.5173410404624278,0.24566473988439305,0.23699421965317918,164068.0,53300.0,50551.0
2016-06-07_04,197062,495543,12,375,8,395,106,193,172,136,501,0.3852295409181637,0.34331337325349304,0.2714570858283433,164145.0,53349.0,50582.0
2016-06-07_05,197255,496090,74,755,29,858,308,496,405,265,1166,0.42538593481989706,0.34734133790737565,0.22727272727272727,164299.0,53421.0,50627.0
2016-06-07_06,197696,497274,152,1595,75,1822,688,1158,813,539,2510,0.4613545816733068,0.32390438247011955,0.2147410358565737,164628.0,53671.0,50707.0
2016-06-07_07,198539,499479,257,2741,110,3108,943,2182,1140,729,4051,0.538632436435448,0.2814119970377685,0.17995556652678352,165062.0,54028.0,50876.0
2016-06-07_08,199292,501366,243,2441,119,2803,1063,1991,1011,864,3866,0.5150025866528711,0.26151060527677183,0.22348680807035695,165459.0,54346.0,50984.0
2016-06-07_09,200218,503392,255,2532,149,2936,987,2027,1084,812,3923,0.5166964058118787,0.2763191435126179,0.20698445067550345,165949.0,54530.0,51081.0
2016-06-07_10,201061,505315,267,2494,120,2881,1061,2157,1071,714,3942,0.5471841704718418,0.271689497716895,0.1811263318112633,166556.0,54704.0,51212.0
2016-06-07_11,201955,507263,227,2552,132,2911,1068,2149,1065,765,3979,0.5400854486051772,0.26765518974616737,0.19225936164865545,167160.0,54866.0,51369.0
2016-06-07_12,202788,509227,294,2561,116,2971,1049,2002,1170,848,4020,0.4980099502487562,0.291044776119403,0.2109452736318408,167785.0,55047.0,51563.0
2016-06-07_13,203618,510895,240,2311,81,2632,922,1721,1153,680,3554,0.48424310635903206,0.32442318514350027,0.19133370849746764,168374.0,55237.0,51815.0
2016-06-07_14,204287,512518,254,2202,84,2540,846,1661,1125,600,3386,0.49054932073242763,0.33225044300059065,0.1772002362669817,168852.0,55342.0,52022.0
2016-06-07_15,205059,514381,228,2486,75,2789,821,1913,1203,494,3610,0.5299168975069252,0.3332409972299169,0.1368421052631579,169393.0,55615.0,52290.0
2016-06-07_16,205844,516432,294,2771,108,3173,791,1813,1437,714,3964,0.45736629667003026,0.3625126135216953,0.18012108980827446,170120.0,55900.0,52664.0
2016-06-07_17,206581,518455,292,2795,103,3190,938,1781,1639,708,4128,0.4314437984496124,0.39704457364341084,0.17151162790697674,170819.0,56098.0,52906.0
2016-06-07_18,207255,520388,310,2763,115,3188,1021,1873,1573,763,4209,0.44499881206937514,0.37372297457828463,0.18127821335234023,171648.0,56330.0,53102.0
2016-06-07_19,208096,522738,352,3350,133,3835,975,2369,1752,689,4810,0.4925155925155925,0.36424116424116426,0.14324324324324325,172624.0,56707.0,53421.0
2016-06-07_20,210129,527199,800,6292,232,7324,3290,3646,5445,1523,10614,0.34350857358206144,0.5130016958733747,0.1434897305445638,175379.0,57264.0,53798.0
2016-06-07_21,211799,531429,765,5842,252,6859,1697,3188,4253,1115,8556,0.37260402057035996,0.49707807386629266,0.13031790556334735,177744.0,57809.0,54184.0
2016-06-07_22,212817,534263,391,3654,135,4180,778,2190,2026,742,4958,0.4417103670835014,0.40863251311012505,0.14965711980637353,178820.0,58466.0,54449.0
2016-06-07_23,213119,535367,188,1439,43,1670,330,669,989,342,2000,0.3345,0.4945,0.171,179319.0,58666.0,54534.0
2016-06-08_00,213258,535878,79,674,34,787,162,328,431,190,949,0.34562697576396206,0.4541622760800843,0.20021074815595363,179561.0,58738.0,54562.0
2016-06-08_01,213330,536085,26,302,9,337,93,166,187,77,430,0.386046511627907,0.43488372093023253,0.17906976744186046,179649.0,58758.0,54584.0
2016-06-08_02,213388,536236,26,239,4,269,54,113,146,64,323,0.3498452012383901,0.4520123839009288,0.19814241486068113,179749.0,58775.0,54600.0
2016-06-08_03,213432,536362,10,181,6,197,54,86,110,55,251,0.3426294820717131,0.43824701195219123,0.21912350597609562,179812.0,58790.0,54609.0
2016-06-08_04,213500,536597,34,364,15,413,104,172,255,90,517,0.33268858800773693,0.4932301740812379,0.17408123791102514,179946.0,58808.0,54628.0
2016-06-08_05,213667,537177,59,892,37,988,261,410,551,288,1249,0.32826261008807045,0.4411529223378703,0.23058446757405926,180178.0,58876.0,54728.0
2016-06-08_06,214027,538476,181,1964,62,2207,570,951,1289,537,2777,0.34245588764854157,0.46416996759092544,0.19337414476053294,180811.0,59097.0,54827.0
2016-06-08_07,214571,540183,294,2331,90,2715,803,1333,1421,764,3518,0.3789084707220011,0.4039226833428084,0.21716884593519045,181496.0,59325.0,54910.0
2016-06-08_08,215126,541909,304,2166,111,2581,899,1454,1253,773,3480,0.417816091954023,0.3600574712643678,0.2221264367816092,182057.0,59545.0,55016.0
2016-06-08_09,215704,543500,260,1989,119,2368,1026,1484,1180,730,3394,0.43724219210371246,0.34767236299351795,0.2150854449027696,182445.0,59762.0,55077.0
2016-06-08_10,216648,545443,261,2635,154,3050,1572,2456,1385,781,4622,0.531371700562527,0.2996538295110342,0.16897446992643878,183068.0,60007.0,55397.0
2016-06-08_11,217598,547538,270,2815,149,3234,1610,2615,1466,763,4844,0.5398431048720066,0.3026424442609414,0.157514450867052,183674.0,60286.0,55751.0
2016-06-08_12,218348,549489,251,2592,113,2956,1070,2245,1161,620,4026,0.557625434674615,0.28837555886736216,0.15399900645802286,184231.0,60423.0,55951.0
2016-06-08_13,218710,550359,102,1182,41,1325,487,869,589,354,1812,0.4795805739514349,0.3250551876379691,0.19536423841059603,184540.0,60499.0,55998.0
2016-06-08_14,219251,551858,153,1817,108,2078,679,1706,722,329,2757,0.6187885382662314,0.2618788538266231,0.11933260790714545,184846.0,60540.0,56099.0
2016-06-08_15,220288,554282,288,3000,126,3414,997,2587,1131,693,4411,0.5864883246429381,0.2564044434368624,0.1571072319201995,185370.0,60910.0,56260.0
2016-06-08_16,221017,556109,235,2350,104,2689,861,1888,1090,572,3550,0.5318309859154929,0.30704225352112674,0.1611267605633803,185789.0,61160.0,56430.0
2016-06-08_17,221712,557832,260,2337,105,2702,829,1700,1322,509,3531,0.48145001416029454,0.37439818748229964,0.14415179835740582,186408.0,61348.0,56632.0
2016-06-08_18,222474,560126,398,3545,146,4089,1478,2064,2490,1013,5567,0.37075624214118913,0.4472786060714927,0.18196515178731812,187642.0,61525.0,56824.0
2016-06-08_19,223080,562317,369,3369,139,3877,876,1628,2372,753,4753,0.3425205133599832,0.49905322953923836,0.15842625710077846,188923.0,61724.0,56996.0
2016-06-08_20,223557,563987,249,2524,116,2889,681,1161,1793,616,3570,0.32521008403361346,0.5022408963585434,0.17254901960784313,189904.0,61880.0,57120.0
2016-06-08_21,224173,566045,313,2722,141,3176,865,1464,1755,822,4041,0.36228656273199705,0.43429844097995546,0.20341499628804752,190684.0,62001.0,57328.0
2016-06-08_22,224568,567789,220,2258,101,2579,534,1041,1436,636,3113,0.3344041117892708,0.4612913588178606,0.2043045293928686,191135.0,62126.0,57552.0
2016-06-08_23,224755,568514,144,958,51,1153,283,504,638,294,1436,0.35097493036211697,0.44428969359331477,0.20473537604456823,191392.0,62182.0,57600.0
2016-06-09_00,224843,568874,69,482,21,572,136,236,333,139,708,0.3333333333333333,0.4703389830508475,0.1963276836158192,191536.0,62199.0,57634.0
2016-06-09_01,224884,569057,20,266,2,288,71,129,158,72,359,0.3593314763231198,0.4401114206128134,0.20055710306406685,191618.0,62207.0,57659.0
2016-06-09_02,224915,569175,17,182,4,203,72,87,149,39,275,0.31636363636363635,0.5418181818181819,0.14181818181818182,191686.0,62213.0,57674.0
2016-06-09_03,224948,569294,19,186,14,219,78,92,164,41,297,0.30976430976430974,0.5521885521885522,0.13804713804713806,191751.0,62215.0,57710.0
2016-06-09_04,224999,569506,14,372,14,400,132,177,249,106,532,0.33270676691729323,0.4680451127819549,0.19924812030075187,191904.0,62225.0,57755.0
2016-06-09_05,225131,570045,84,781,35,900,343,416,567,260,1243,0.33467417538214,0.4561544650040225,0.20917135961383748,192105.0,62259.0,57820.0
2016-06-09_06,225517,571420,208,1963,90,2261,763,1059,1277,688,3024,0.3501984126984127,0.42228835978835977,0.2275132275132275,192667.0,62355.0,58044.0
2016-06-09_07,226051,573295,274,2481,126,2881,986,1637,1506,724,3867,0.4233255753814326,0.3894491854150504,0.18722523920351694,193256.0,62621.0,58266.0
2016-06-09_08,226640,575284,277,2764,108,3149,1122,1779,1602,890,4271,0.41653008663076563,0.37508780145165066,0.2083821119175837,193900.0,62816.0,58439.0
2016-06-09_09,227246,577178,301,2456,131,2888,1090,1786,1330,862,3978,0.4489693313222725,0.33433886375062843,0.21669180492709905,194405.0,62983.0,58547.0
2016-06-09_10,227834,578924,287,2462,125,2874,1136,1713,1354,943,4010,0.42718204488778055,0.3376558603491272,0.23516209476309227,194974.0,63191.0,58750.0
2016-06-09_11,228380,580639,290,2558,144,2992,1187,1553,1699,927,4179,0.37162000478583396,0.4065565924862407,0.22182340272792533,195798.0,63372.0,58953.0
2016-06-09_12,228938,582347,320,2255,124,2699,1109,1631,1276,901,3808,0.42830882352941174,0.33508403361344535,0.23660714285714285,196322.0,63553.0,59201.0
2016-06-09_13,229359,583688,278,1898,103,2279,955,1306,1158,770,3234,0.4038342609771181,0.3580705009276438,0.23809523809523808,196847.0,63678.0,59342.0
2016-06-09_14,229857,585204,235,2085,113,2433,851,1398,1225,661,3284,0.42570036540803896,0.37302070645554203,0.201278928136419,197370.0,63775.0,59546.0
2016-06-09_15,230310,586584,246,1999,108,2353,879,1325,1193,714,3232,0.4099628712871287,0.3691212871287129,0.22091584158415842,197929.0,63887.0,59684.0
2016-06-09_16,230746,588127,263,2250,104,2617,896,1414,1220,879,3513,0.40250498149729574,0.34728152576145743,0.2502134927412468,198574.0,64057.0,59788.0
2016-06-09_17,231263,589848,289,2548,99,2936,1148,1662,1474,948,4084,0.4069539666993144,0.36092066601371203,0.23212536728697356,199158.0,64317.0,59899.0
2016-06-09_18,231801,591694,316,2714,142,3172,1160,1696,1713,923,4332,0.3915050784856879,0.3954293628808864,0.21306555863342566,199829.0,64531.0,60013.0
2016-06-09_19,233106,595031,717,4812,190,5719,3439,2915,4613,1630,9158,0.3183009390696659,0.5037126010045861,0.177986459925748,201252.0,64798.0,60255.0
2016-06-09_20,234713,599810,914,6952,220,8086,3236,3649,5896,1777,11322,0.3222928811164105,0.5207560501678149,0.1569510687157746,203635.0,65177.0,60723.0
2016-06-09_21,235911,604217,656,6141,215,7012,1759,3318,4269,1184,8771,0.37829209896249,0.48671759206475884,0.1349903089727511,205372.0,65584.0,61415.0
2016-06-09_22,237140,607880,686,4350,165,5201,1917,2987,2753,1378,7118,0.41964034841247544,0.38676594549030624,0.19359370609721832,206321.0,66212.0,61767.0
2016-06-09_23,237512,609478,266,1950,88,2304,534,1075,1234,529,2838,0.3787878787878788,0.43481324876673716,0.18639887244538408,206765.0,66313.0,61952.0
2016-06-10_00,237647,610004,83,719,30,832,186,350,485,183,1018,0.343811394891945,0.4764243614931238,0.17976424361493124,206977.0,66334.0,62015.0
2016-06-10_01,237742,610284,76,409,12,497,112,217,282,110,609,0.3563218390804598,0.4630541871921182,0.180623973727422,207088.0,66343.0,62103.0
2016-06-10_02,237812,610478,23,280,3,306,69,126,149,100,375,0.336,0.3973333333333333,0.26666666666666666,207147.0,66354.0,62148.0
2016-06-10_03,237856,610614,6,208,5,219,72,110,106,75,291,0.37800687285223367,0.3642611683848797,0.25773195876288657,207195.0,66364.0,62179.0
2016-06-10_04,237934,610887,24,471,10,505,145,193,269,188,650,0.2969230769230769,0.41384615384615386,0.28923076923076924,207334.0,66377.0,62253.0
2016-06-10_05,238113,611550,56,986,19,1061,300,487,512,362,1361,0.35782512858192506,0.3761939750183688,0.2659808963997061,207603.0,66445.0,62410.0
2016-06-10_06,238453,613056,200,2041,69,2310,688,1013,1436,549,2998,0.337891927951968,0.4789859906604403,0.18312208138759173,208130.0,66719.0,62542.0
2016-06-10_07,238971,614998,257,2853,97,3207,908,1379,1745,991,4115,0.3351154313487242,0.4240583232077764,0.2408262454434994,208960.0,67091.0,62715.0
2016-06-10_08,239491,616899,286,2641,107,3034,976,1754,1482,774,4010,0.4374064837905237,0.36957605985037406,0.19301745635910225,209674.0,67349.0,62844.0
2016-06-10_09,239961,618507,324,2323,112,2759,1046,1525,1356,924,3805,0.4007884362680683,0.3563731931668857,0.24283837056504598,210327.0,67569.0,62930.0
2016-06-10_10,240491,620245,318,2204,130,2652,1208,1529,1143,1188,3860,0.3961139896373057,0.2961139896373057,0.3077720207253886,210700.0,67983.0,63018.0
2016-06-10_11,241007,621801,295,2165,89,2549,1030,1364,1305,910,3579,0.38111204246996366,0.36462699077954736,0.254260966750489,211176.0,68298.0,63082.0
2016-06-10_12,241510,623388,293,2227,115,2635,1027,1399,1434,829,3662,0.3820316766794102,0.3915892954669579,0.2263790278536319,211728.0,68686.0,63177.0
2016-06-10_13,241934,624789,287,1921,97,2305,896,1350,1179,672,3201,0.4217432052483599,0.3683223992502343,0.2099343955014058,212170.0,68933.0,63286.0
2016-06-10_14,242347,626183,220,1970,125,2315,833,1293,1180,675,3148,0.4107369758576874,0.3748411689961881,0.21442185514612452,212728.0,69123.0,63402.0
2016-06-10_15,242803,627708,233,2271,106,2610,896,1462,1402,642,3506,0.416999429549344,0.39988590986879635,0.18311466058185966,213442.0,69320.0,63483.0
2016-06-10_16,243362,629517,264,2643,89,2996,883,1681,1542,656,3879,0.43335911317349834,0.39752513534416084,0.16911575148234081,214184.0,69490.0,63600.0
2016-06-10_17,243972,631551,291,3004,109,3404,806,1572,1748,890,4210,0.373396674584323,0.4152019002375297,0.21140142517814728,215163.0,69810.0,63730.0
2016-06-10_18,244732,633777,347,3208,124,3679,1108,1740,2029,1018,4787,0.36348443701692085,0.4238562774180071,0.21265928556507208,216150.0,70191.0,63852.0
2016-06-10_19,245347,636086,378,3519,98,3995,846,1447,2411,983,4841,0.2989051848791572,0.49803759553811194,0.20305721958273085,217503.0,70471.0,64002.0
2016-06-10_20,245890,638274,399,3084,116,3599,710,1391,1918,1000,4309,0.32281271756788116,0.44511487584126247,0.23207240659085634,218466.0,70740.0,64152.0
2016-06-10_21,246510,640501,416,3541,142,4099,955,1572,2371,1111,5054,0.3110407597942224,0.4691333597150772,0.21982588049070043,219781.0,70957.0,64513.0
2016-06-10_22,246901,642165,242,2412,104,2758,562,1001,1549,770,3320,0.30150602409638555,0.46656626506024096,0.2319277108433735,220598.0,71083.0,64633.0
2016-06-10_23,247137,643132,166,1523,55,1744,412,590,1092,474,2156,0.27365491651205937,0.5064935064935064,0.21985157699443414,221216.0,71147.0,64703.0
2016-06-11_00,247248,643625,97,762,35,894,196,361,496,233,1090,0.3311926605504587,0.45504587155963305,0.21376146788990827,221535.0,71178.0,64744.0
2016-06-11_01,247331,643892,48,369,14,431,103,163,249,122,534,0.3052434456928839,0.46629213483146065,0.22846441947565543,221650.0,71195.0,64749.0
2016-06-11_02,247380,644041,19,211,6,236,78,92,142,80,314,0.2929936305732484,0.45222929936305734,0.25477707006369427,221731.0,71206.0,64760.0
2016-06-11_03,247418,644170,26,190,5,221,68,80,136,73,289,0.2768166089965398,0.47058823529411764,0.25259515570934254,221799.0,71218.0,64765.0
2016-06-11_04,247466,644373,20,315,7,342,86,121,228,79,428,0.2827102803738318,0.5327102803738317,0.18457943925233644,221929.0,71232.0,64778.0
2016-06-11_05,247570,644767,28,688,17,733,205,253,468,217,938,0.2697228144989339,0.4989339019189765,0.23134328358208955,222278.0,71266.0,64793.0
2016-06-11_06,247786,645696,114,1340,57,1511,467,571,986,421,1978,0.28867542972699695,0.49848331648129424,0.2128412537917088,222702.0,71341.0,64847.0
