hour,nodes,edges,replies,retweets,quotes,interactions,independent,neutral,positive,negative,ntweets,per_neutral,per_positive,per_negative,indeg_pos,indeg_neg,indeg_neu
2016-05-19_22,69927,125202,200,1449,84,1733,595,843,855,630,2328,0.36211340206185566,0.36726804123711343,0.2706185567010309,35364.0,11623.0,11963.0
2016-05-19_23,70123,125731,77,596,27,700,154,283,357,214,854,0.33138173302107726,0.4180327868852459,0.2505854800936768,35522.0,11671.0,12045.0
2016-05-20_00,70193,125918,29,239,9,277,72,114,146,89,349,0.32664756446991405,0.4183381088825215,0.25501432664756446,35594.0,11686.0,12082.0
2016-05-20_01,70235,126040,10,158,7,175,36,58,117,36,211,0.27488151658767773,0.5545023696682464,0.17061611374407584,35646.0,11699.0,12094.0
2016-05-20_02,70255,126102,5,79,0,84,22,38,48,20,106,0.3584905660377358,0.4528301886792453,0.18867924528301888,35679.0,11703.0,12101.0
2016-05-20_03,70291,126189,5,114,2,121,30,57,52,42,151,0.37748344370860926,0.3443708609271523,0.2781456953642384,35710.0,11706.0,12123.0
2016-05-20_04,70339,126302,5,139,3,147,62,58,92,59,209,0.27751196172248804,0.44019138755980863,0.2822966507177033,35744.0,11708.0,12147.0
2016-05-20_05,70469,126655,30,408,9,447,153,254,227,119,600,0.42333333333333334,0.37833333333333335,0.19833333333333333,35853.0,11756.0,12209.0
2016-05-20_06,70744,127341,90,848,33,971,337,507,527,274,1308,0.3876146788990826,0.4029051987767584,0.20948012232415902,36057.0,11822.0,12344.0
2016-05-20_07,71161,128398,156,1296,63,1515,470,845,782,358,1985,0.4256926952141058,0.39395465994962214,0.18035264483627203,36379.0,11917.0,12509.0
2016-05-20_08,71644,129576,120,1334,72,1526,492,942,738,338,2018,0.466798810703667,0.3657086223984143,0.16749256689791872,36697.0,12038.0,12625.0
2016-05-20_09,72196,130749,142,1312,68,1522,504,874,676,476,2026,0.43139190523198423,0.3336623889437315,0.2349457058242843,36991.0,12155.0,12710.0
2016-05-20_10,72679,131710,158,1061,77,1296,496,903,594,295,1792,0.50390625,0.3314732142857143,0.16462053571428573,37236.0,12227.0,12773.0
2016-05-20_11,73088,132576,139,1051,59,1249,462,739,695,277,1711,0.4319111630625365,0.40619520748100524,0.16189362945645822,37544.0,12287.0,12852.0
2016-05-20_12,73486,133517,133,1055,66,1254,405,815,570,274,1659,0.4912597950572634,0.3435804701627486,0.16515973477998794,37823.0,12370.0,12944.0
2016-05-20_13,73958,134486,140,1176,62,1378,581,1090,592,277,1959,0.5564063297600816,0.30219499744767736,0.14139867279224094,38136.0,12456.0,13021.0
2016-05-20_14,74337,135448,158,1084,62,1304,366,836,566,268,1670,0.5005988023952096,0.3389221556886228,0.16047904191616766,38387.0,12529.0,13083.0
2016-05-20_15,74665,136314,112,1060,50,1222,376,750,619,229,1598,0.4693366708385482,0.38735919899874843,0.14330413016270338,38697.0,12595.0,13175.0
2016-05-20_16,75015,137263,149,1184,46,1379,388,714,794,259,1767,0.40407470288624786,0.4493491794001132,0.14657611771363893,39036.0,12667.0,13279.0
2016-05-20_17,75337,138093,136,1047,41,1224,369,598,771,224,1593,0.3753923414940364,0.4839924670433145,0.1406151914626491,39340.0,12736.0,13346.0
2016-05-20_18,75607,138868,121,944,55,1120,323,560,662,221,1443,0.3880803880803881,0.4587664587664588,0.15315315315315314,39641.0,12785.0,13408.0
2016-05-20_19,75906,139671,129,1060,49,1238,298,559,756,221,1536,0.3639322916666667,0.4921875,0.14388020833333334,39980.0,12872.0,13452.0
2016-05-20_20,76129,140407,84,891,42,1017,235,495,556,201,1252,0.3953674121405751,0.4440894568690096,0.16054313099041534,40264.0,12910.0,13502.0
2016-05-20_21,76467,141262,152,961,60,1173,500,638,666,369,1673,0.38135086670651525,0.3980872683801554,0.22056186491332935,40445.0,12998.0,13631.0
2016-05-20_22,76652,141886,99,749,44,892,244,410,538,188,1136,0.3609154929577465,0.4735915492957746,0.16549295774647887,40638.0,13050.0,13709.0
2016-05-20_23,76763,142228,45,383,32,460,134,196,249,149,594,0.32996632996632996,0.41919191919191917,0.25084175084175087,40729.0,13071.0,13736.0
2016-05-21_00,76824,142381,33,190,4,227,100,130,120,77,327,0.39755351681957185,0.3669724770642202,0.23547400611620795,40787.0,13078.0,13746.0
2016-05-21_01,76865,142491,10,132,3,145,57,59,96,47,202,0.29207920792079206,0.4752475247524752,0.23267326732673269,40818.0,13085.0,13754.0
2016-05-21_02,76901,142584,12,130,12,154,61,76,91,48,215,0.35348837209302325,0.4232558139534884,0.22325581395348837,40861.0,13086.0,13764.0
2016-05-21_03,76926,142668,5,122,3,130,43,45,76,52,173,0.26011560693641617,0.4393063583815029,0.30057803468208094,40886.0,13091.0,13772.0
2016-05-21_04,76966,142766,9,135,5,149,75,64,94,66,224,0.2857142857142857,0.41964285714285715,0.29464285714285715,40934.0,13098.0,13780.0
2016-05-21_05,77025,142956,16,262,9,287,117,128,182,94,404,0.31683168316831684,0.4504950495049505,0.23267326732673269,41003.0,13115.0,13795.0
2016-05-21_06,77175,143463,52,621,29,702,238,271,473,196,940,0.28829787234042553,0.5031914893617021,0.20851063829787234,41156.0,13152.0,13831.0
2016-05-21_07,77460,144180,75,887,51,1013,341,474,650,230,1354,0.3500738552437223,0.48005908419497784,0.16986706056129985,41390.0,13200.0,13902.0
2016-05-21_08,77850,145017,114,933,59,1106,441,635,597,315,1547,0.41047188106011634,0.3859082094376212,0.20361990950226244,41545.0,13259.0,13988.0
2016-05-21_09,78214,145987,149,1145,85,1379,450,659,840,330,1829,0.36030617823947514,0.4592673592126845,0.18042646254784034,41798.0,13354.0,14059.0
2016-05-21_10,78548,146796,136,896,61,1093,393,498,734,254,1486,0.3351278600269179,0.4939434724091521,0.17092866756393002,41953.0,13419.0,14151.0
2016-05-21_11,78828,147598,141,911,60,1112,335,558,698,191,1447,0.38562543192812715,0.4823773324118867,0.13199723565998617,42132.0,13464.0,14234.0
2016-05-21_12,79090,148316,111,886,43,1040,330,495,674,201,1370,0.3613138686131387,0.491970802919708,0.1467153284671533,42356.0,13549.0,14305.0
2016-05-21_13,79327,149128,99,1088,66,1253,336,490,900,199,1589,0.30837004405286345,0.5663939584644431,0.1252359974826935,42636.0,13599.0,14433.0
2016-05-21_14,79573,149860,107,960,26,1093,260,444,725,184,1353,0.328159645232816,0.5358462675535847,0.1359940872135994,42877.0,13623.0,14578.0
2016-05-21_15,79785,150613,113,977,67,1157,276,404,827,202,1433,0.2819260293091417,0.5771109560362875,0.14096301465457084,43170.0,13649.0,14662.0
2016-05-21_16,79975,151338,83,982,57,1122,245,452,726,189,1367,0.3306510607168983,0.5310899780541332,0.13825896122896855,43474.0,13678.0,14761.0
2016-05-21_17,80203,152069,107,930,60,1097,208,434,644,227,1305,0.3325670498084291,0.4934865900383142,0.1739463601532567,43768.0,13759.0,14831.0
2016-05-21_18,80400,152845,102,1021,38,1161,311,566,689,217,1472,0.3845108695652174,0.468070652173913,0.14741847826086957,44074.0,13815.0,14920.0
2016-05-21_19,80616,153623,103,1025,37,1165,281,425,779,242,1446,0.2939142461964039,0.5387275242047026,0.1673582295988935,44400.0,13854.0,14977.0
2016-05-21_20,80805,154466,91,1073,50,1214,217,454,765,212,1431,0.3172606568832984,0.5345911949685535,0.14814814814814814,44786.0,13900.0,15071.0
2016-05-21_21,80983,155163,71,873,48,992,209,440,592,169,1201,0.36636136552872606,0.4929225645295587,0.14071606994171523,45054.0,13944.0,15116.0
2016-05-21_22,81151,155837,73,879,45,997,212,445,555,209,1209,0.3680727874276261,0.45905707196029777,0.1728701406120761,45323.0,14023.0,15148.0
2016-05-21_23,81267,156244,61,492,25,578,118,227,358,111,696,0.3261494252873563,0.514367816091954,0.15948275862068967,45491.0,14043.0,15179.0
2016-05-22_00,81333,156435,16,277,10,303,78,137,190,54,381,0.35958005249343833,0.49868766404199477,0.14173228346456693,45595.0,14062.0,15186.0
2016-05-22_01,81369,156538,9,140,13,162,34,59,107,30,196,0.3010204081632653,0.5459183673469388,0.15306122448979592,45636.0,14066.0,15188.0
2016-05-22_02,81406,156622,12,109,2,123,42,76,56,33,165,0.46060606060606063,0.3393939393939394,0.2,45667.0,14071.0,15213.0
2016-05-22_03,81434,156697,7,103,4,114,41,51,67,37,155,0.32903225806451614,0.432258064516129,0.23870967741935484,45700.0,14074.0,15238.0
2016-05-22_04,81465,156776,10,108,1,119,51,60,75,35,170,0.35294117647058826,0.4411764705882353,0.20588235294117646,45726.0,14078.0,15248.0
2016-05-22_05,81510,156911,11,225,3,239,77,101,160,55,316,0.31962025316455694,0.5063291139240507,0.17405063291139242,45811.0,14086.0,15253.0
2016-05-22_06,81628,157321,52,546,27,625,189,250,427,137,814,0.3071253071253071,0.5245700245700246,0.1683046683046683,46019.0,14113.0,15277.0
2016-05-22_07,81847,158010,74,881,49,1004,282,447,601,238,1286,0.3475894245723173,0.46734059097978226,0.18506998444790046,46281.0,14247.0,15323.0
2016-05-22_08,82342,159317,174,1536,70,1780,598,856,1016,506,2378,0.3599663582842725,0.4272497897392767,0.2127838519764508,46644.0,14562.0,15557.0
2016-05-22_09,82832,160694,197,1546,55,1798,507,873,967,465,2305,0.3787418655097614,0.4195227765726681,0.2017353579175705,46894.0,14773.0,15820.0
2016-05-22_10,83266,161877,184,1312,81,1577,547,796,790,538,2124,0.3747645951035782,0.371939736346516,0.2532956685499058,47156.0,14951.0,16002.0
2016-05-22_11,83677,162971,177,1258,72,1507,530,726,768,543,2037,0.35640648011782033,0.37702503681885124,0.2665684830633284,47403.0,15158.0,16129.0
2016-05-22_12,83988,163849,132,1068,67,1267,365,574,651,407,1632,0.35171568627450983,0.39889705882352944,0.2493872549019608,47631.0,15310.0,16195.0
2016-05-22_13,84222,164595,119,919,56,1094,348,472,678,292,1442,0.3273231622746186,0.47018030513176146,0.20249653259361997,47901.0,15424.0,16242.0
2016-05-22_14,84440,165303,103,882,38,1023,273,463,606,227,1296,0.35725308641975306,0.4675925925925926,0.17515432098765432,48136.0,15496.0,16291.0
2016-05-22_15,84666,166124,99,1056,54,1209,265,532,649,293,1474,0.36092265943012214,0.44029850746268656,0.19877883310719133,48389.0,15577.0,16350.0
2016-05-22_16,84944,166889,110,887,39,1036,249,523,518,244,1285,0.40700389105058365,0.4031128404669261,0.18988326848249026,48573.0,15625.0,16468.0
2016-05-22_17,85232,167761,116,1074,43,1233,304,546,740,251,1537,0.35523747560182173,0.4814573845152895,0.16330513988288875,48873.0,15688.0,16576.0
2016-05-22_18,85494,168611,138,1148,45,1331,265,513,810,273,1596,0.32142857142857145,0.5075187969924813,0.17105263157894737,49255.0,15782.0,16663.0
2016-05-22_19,85794,169571,130,1271,49,1450,280,663,772,295,1730,0.3832369942196532,0.446242774566474,0.17052023121387283,49631.0,15923.0,16733.0
2016-05-22_20,86154,170587,135,1228,61,1424,271,625,811,259,1695,0.3687315634218289,0.4784660766961652,0.1528023598820059,50002.0,16117.0,16829.0
2016-05-22_21,86552,171832,144,1686,69,1899,340,677,1145,417,2239,0.3023671281822242,0.5113890129522108,0.186243858865565,50619.0,16257.0,17074.0
2016-05-22_22,86773,172606,104,940,57,1101,281,431,698,253,1382,0.3118668596237337,0.5050651230101303,0.18306801736613604,50894.0,16320.0,17167.0
2016-05-22_23,86880,172922,36,391,12,439,160,168,303,128,599,0.28046744574290483,0.5058430717863105,0.21368948247078465,50999.0,16341.0,17214.0
2016-05-23_00,86936,173072,18,225,11,254,109,113,162,88,363,0.31129476584022037,0.4462809917355372,0.24242424242424243,51078.0,16348.0,17242.0
2016-05-23_01,86986,173176,16,140,3,159,87,61,82,103,246,0.24796747967479674,0.3333333333333333,0.4186991869918699,51117.0,16356.0,17270.0
2016-05-23_02,87018,173262,12,115,2,129,72,45,94,62,201,0.22388059701492538,0.46766169154228854,0.30845771144278605,51156.0,16362.0,17282.0
2016-05-23_03,87045,173345,4,125,1,130,52,59,71,52,182,0.3241758241758242,0.3901098901098901,0.2857142857142857,51189.0,16369.0,17293.0
2016-05-23_04,87089,173447,7,153,0,160,119,100,96,83,279,0.35842293906810035,0.34408602150537637,0.2974910394265233,51233.0,16378.0,17304.0
2016-05-23_05,87172,173697,39,381,13,433,256,199,329,161,689,0.2888243831640058,0.47750362844702465,0.23367198838896952,51362.0,16402.0,17340.0
2016-05-23_06,87478,174535,87,1045,36,1168,573,604,729,408,1741,0.3469270534175761,0.4187248707639288,0.23434807581849512,51669.0,16507.0,17436.0
2016-05-23_07,87985,175891,172,1695,72,1939,702,1017,984,640,2641,0.3850814085573646,0.3725861416130254,0.24233244982961,52116.0,16707.0,17562.0
2016-05-23_08,88461,177101,178,1368,68,1614,669,987,793,503,2283,0.4323258869908016,0.34734997809899254,0.22032413491020586,52421.0,16842.0,17682.0
2016-05-23_09,89102,178607,191,1723,105,2019,761,1211,973,596,2780,0.4356115107913669,0.35,0.2143884892086331,52732.0,17032.0,17940.0
2016-05-23_10,89776,180175,265,1803,118,2186,794,1339,1076,565,2980,0.4493288590604027,0.3610738255033557,0.18959731543624161,53175.0,17183.0,18132.0
2016-05-23_11,90554,181822,247,1930,102,2279,839,1493,992,633,3118,0.47883258499037845,0.3181526619627967,0.2030147530468249,53480.0,17371.0,18458.0
2016-05-23_12,91120,183309,197,1812,84,2093,708,1260,913,628,2801,0.44983934309175294,0.32595501606569083,0.22420564084255623,53745.0,17513.0,18705.0
2016-05-23_13,91563,184412,167,1368,57,1592,497,967,637,485,2089,0.46290090952608903,0.3049305887984682,0.23216850167544278,53968.0,17676.0,18858.0
2016-05-23_14,91978,185462,155,1246,58,1459,543,990,598,414,2002,0.4945054945054945,0.2987012987012987,0.20679320679320679,54133.0,17819.0,18985.0
2016-05-23_15,92468,186588,193,1319,65,1577,559,1062,669,405,2136,0.49719101123595505,0.31320224719101125,0.1896067415730337,54428.0,17942.0,19128.0
2016-05-23_16,92920,187841,173,1488,67,1728,549,1022,814,441,2277,0.4488361879666227,0.357487922705314,0.19367588932806323,54755.0,18033.0,19266.0
2016-05-23_17,93537,189110,171,1637,62,1870,789,1107,1043,509,2659,0.41632192553591574,0.3922527265889432,0.19142534787514104,55145.0,18138.0,19408.0
2016-05-23_18,94096,190437,200,1626,89,1915,708,1138,1033,452,2623,0.4338543652306519,0.3938238658025162,0.17232176896683188,55496.0,18274.0,19532.0
2016-05-23_19,94705,191983,219,1898,75,2192,750,1289,1134,519,2942,0.438137321549966,0.38545207341944254,0.17641060503059144,55920.0,18425.0,19648.0
2016-05-23_20,95258,193573,173,1939,90,2202,482,1136,1005,543,2684,0.4232488822652757,0.37444113263785395,0.20230998509687034,56380.0,18590.0,19832.0
2016-05-23_21,95850,195152,212,1944,72,2228,649,1204,1146,527,2877,0.41849148418491483,0.3983315954118874,0.18317692040319777,56818.0,18744.0,20033.0
2016-05-23_22,96200,196365,170,1521,42,1733,450,784,965,434,2183,0.35913879981676594,0.44205222171323866,0.19880897846999543,57145.0,18842.0,20198.0
2016-05-23_23,96328,196881,80,621,18,719,201,311,398,211,920,0.33804347826086956,0.4326086956521739,0.22934782608695653,57292.0,18907.0,20252.0
2016-05-24_00,96391,197071,21,273,7,301,111,146,180,86,412,0.35436893203883496,0.4368932038834951,0.2087378640776699,57361.0,18932.0,20270.0
2016-05-24_01,96423,197150,7,98,4,109,81,76,73,41,190,0.4,0.38421052631578945,0.21578947368421053,57392.0,18936.0,20277.0
2016-05-24_02,96445,197201,9,87,6,102,47,60,46,43,149,0.40268456375838924,0.3087248322147651,0.28859060402684567,57412.0,18947.0,20286.0
2016-05-24_03,96475,197277,8,100,0,108,37,59,48,38,145,0.4068965517241379,0.3310344827586207,0.2620689655172414,57428.0,18956.0,20305.0
2016-05-24_04,96531,197421,22,174,4,200,88,110,119,59,288,0.3819444444444444,0.4131944444444444,0.2048611111111111,57464.0,18978.0,20337.0
2016-05-24_05,96680,197860,49,554,23,626,220,301,363,182,846,0.3557919621749409,0.42907801418439717,0.21513002364066194,57563.0,19025.0,20399.0
2016-05-24_06,97033,198727,110,1047,50,1207,411,620,631,367,1618,0.3831891223733004,0.3899876390605686,0.226823238566131,57762.0,19126.0,20537.0
2016-05-24_07,97530,199998,188,1611,71,1870,625,1044,938,513,2495,0.418436873747495,0.37595190380761523,0.20561122244488977,58117.0,19289.0,20679.0
2016-05-24_08,98128,201330,188,1504,79,1771,690,1165,784,512,2461,0.47338480292564,0.3185696871190573,0.20804550995530272,58299.0,19419.0,20803.0
2016-05-24_09,98644,202521,200,1437,83,1720,699,1089,798,532,2419,0.45018602728400164,0.329888383629599,0.21992558908639934,58496.0,19522.0,20987.0
2016-05-24_10,99171,203692,160,1442,80,1682,737,1097,822,500,2419,0.45349317899958663,0.33980983877635385,0.20669698222405952,58767.0,19635.0,21172.0
2016-05-24_11,99782,204935,202,1464,92,1758,638,1216,717,463,2396,0.5075125208681135,0.2992487479131887,0.19323873121869783,59028.0,19697.0,21353.0
2016-05-24_12,100229,206164,161,1526,69,1756,612,1095,810,463,2368,0.4624155405405405,0.3420608108108108,0.19552364864864866,59259.0,19788.0,21451.0
2016-05-24_13,100712,207263,146,1313,80,1539,572,1171,580,360,2111,0.5547134059687352,0.2747513027001421,0.1705352913311227,59413.0,19917.0,21638.0
2016-05-24_14,101163,208395,148,1420,72,1640,536,1146,663,367,2176,0.5266544117647058,0.3046875,0.16865808823529413,59697.0,20031.0,21762.0
2016-05-24_15,101557,209551,130,1534,82,1746,538,1114,751,419,2284,0.48774080560420313,0.3288091068301226,0.18345008756567427,60035.0,20133.0,21871.0
2016-05-24_16,102022,210731,188,1486,74,1748,650,1005,927,466,2398,0.41909924937447873,0.3865721434528774,0.19432860717264386,60308.0,20306.0,22059.0
2016-05-24_17,102468,211913,180,1440,75,1695,548,975,851,417,2243,0.43468568880962993,0.3794025858225591,0.18591172536781098,60576.0,20456.0,22214.0
2016-05-24_18,102835,213093,139,1601,52,1792,442,905,966,363,2234,0.40510295434198745,0.432408236347359,0.16248880931065354,60927.0,20562.0,22420.0
2016-05-24_19,103241,214373,177,1748,58,1983,521,997,1103,404,2504,0.3981629392971246,0.44049520766773165,0.16134185303514376,61390.0,20700.0,22603.0
2016-05-24_20,103699,215638,145,1644,74,1863,461,906,1026,392,2324,0.3898450946643718,0.4414802065404475,0.1686746987951807,61799.0,20771.0,22907.0
2016-05-24_21,104225,217129,180,1798,102,2080,516,1076,1147,373,2596,0.41448382126348227,0.4418335901386749,0.14368258859784283,62206.0,20823.0,23164.0
2016-05-24_22,104512,217943,112,1026,63,1201,267,577,677,214,1468,0.3930517711171662,0.4611716621253406,0.14577656675749318,62465.0,20871.0,23318.0
2016-05-24_23,104628,218349,58,583,20,661,193,296,376,182,854,0.34660421545667447,0.44028103044496486,0.21311475409836064,62639.0,20902.0,23375.0
2016-05-25_00,104676,218543,40,242,17,299,91,111,187,92,390,0.2846153846153846,0.4794871794871795,0.2358974358974359,62706.0,20909.0,23412.0
2016-05-25_01,104701,218639,13,115,5,133,54,69,70,48,187,0.3689839572192513,0.37433155080213903,0.25668449197860965,62732.0,20915.0,23432.0
2016-05-25_02,104726,218717,9,89,1,99,53,39,55,58,152,0.2565789473684211,0.3618421052631579,0.3815789473684211,62747.0,20919.0,23458.0
2016-05-25_03,104757,218805,7,130,4,141,81,67,85,70,222,0.30180180180180183,0.38288288288288286,0.3153153153153153,62769.0,20930.0,23491.0
2016-05-25_04,104794,218931,7,186,6,199,76,70,123,82,275,0.2545454545454545,0.44727272727272727,0.29818181818181816,62805.0,20934.0,23526.0
2016-05-25_05,104907,219246,36,409,10,455,253,219,317,172,708,0.3093220338983051,0.4477401129943503,0.24293785310734464,62901.0,20953.0,23576.0
2016-05-25_06,105197,220049,115,1006,62,1183,501,564,750,370,1684,0.334916864608076,0.44536817102137766,0.21971496437054633,63109.0,21100.0,23664.0
2016-05-25_07,105703,221430,213,1647,82,1942,729,1052,938,681,2671,0.3938599775365032,0.35117933358292774,0.25496068888056905,63374.0,21340.0,23817.0
2016-05-25_08,106187,222719,176,1628,89,1893,674,1156,919,492,2567,0.4503311258278146,0.358005453837164,0.19166342033502143,63641.0,21528.0,23984.0
2016-05-25_09,106623,223941,144,1497,79,1720,682,1086,893,423,2402,0.4521232306411324,0.3717735220649459,0.17610324729392174,63853.0,21625.0,24069.0
2016-05-25_10,107053,225087,193,1363,82,1638,654,1044,805,443,2292,0.45549738219895286,0.3512216404886562,0.1932809773123909,64112.0,21740.0,24151.0
2016-05-25_11,107463,226149,175,1352,71,1598,702,1014,905,381,2300,0.4408695652173913,0.3934782608695652,0.1656521739130435,64429.0,21854.0,24243.0
2016-05-25_12,107869,227070,183,1146,59,1388,630,916,782,320,2018,0.45391476709613476,0.3875123885034688,0.15857284440039643,64686.0,21941.0,24332.0
2016-05-25_13,108253,228051,174,1202,73,1449,556,888,795,322,2005,0.4428927680798005,0.39650872817955113,0.16059850374064838,64982.0,22014.0,24460.0
2016-05-25_14,108616,228987,167,1218,50,1435,493,885,787,256,1928,0.45902489626556015,0.40819502074688796,0.13278008298755187,65300.0,22113.0,24618.0
2016-05-25_15,108990,229992,154,1246,61,1461,553,887,794,333,2014,0.4404170804369414,0.394240317775571,0.16534260178748758,65569.0,22203.0,24799.0
2016-05-25_16,109315,231022,145,1307,63,1515,548,893,849,321,2063,0.4328647600581677,0.41153659718856034,0.15559864275327193,65868.0,22309.0,24963.0
2016-05-25_17,109731,232147,161,1447,68,1676,561,926,995,316,2237,0.4139472507822977,0.44479213232007153,0.14126061689763075,66175.0,22406.0,25116.0
2016-05-25_18,110090,233339,175,1543,59,1777,547,888,1107,329,2324,0.38209982788296043,0.4763339070567986,0.14156626506024098,66550.0,22477.0,25242.0
2016-05-25_19,110484,234557,160,1635,57,1852,415,978,951,338,2267,0.43140714600794,0.419497132774592,0.14909572121746803,67003.0,22568.0,25380.0
2016-05-25_20,110953,235880,159,1734,97,1990,466,961,1117,378,2456,0.3912866449511401,0.4548045602605863,0.15390879478827363,67458.0,22670.0,25541.0
2016-05-25_21,111351,237234,158,1735,77,1970,466,973,1081,382,2436,0.3994252873563218,0.44376026272577995,0.1568144499178982,67911.0,22730.0,25689.0
2016-05-25_22,111582,238032,130,1021,49,1200,262,635,610,217,1462,0.43433652530779754,0.4172366621067031,0.1484268125854993,68121.0,22787.0,25769.0
2016-05-25_23,111694,238455,71,591,23,685,167,315,397,140,852,0.36971830985915494,0.465962441314554,0.1643192488262911,68285.0,22811.0,25803.0
2016-05-26_00,111753,238648,33,230,18,281,88,166,138,65,369,0.44986449864498645,0.37398373983739835,0.17615176151761516,68353.0,22827.0,25823.0
2016-05-26_01,111787,238791,15,187,8,210,35,99,104,42,245,0.40408163265306124,0.42448979591836733,0.17142857142857143,68402.0,22830.0,25847.0
2016-05-26_02,111815,238869,9,100,1,110,34,65,51,28,144,0.4513888888888889,0.3541666666666667,0.19444444444444445,68424.0,22834.0,25855.0
2016-05-26_03,111839,238951,6,115,2,123,30,45,87,21,153,0.29411764705882354,0.5686274509803921,0.13725490196078433,68458.0,22838.0,25864.0
2016-05-26_04,111877,239085,11,186,3,200,61,93,117,51,261,0.3563218390804598,0.4482758620689655,0.19540229885057472,68506.0,22845.0,25890.0
2016-05-26_05,111982,239395,32,399,16,447,169,244,281,91,616,0.3961038961038961,0.45616883116883117,0.14772727272727273,68618.0,22856.0,25954.0
2016-05-26_06,112237,240140,99,967,50,1116,393,650,623,236,1509,0.43074884029158383,0.41285619615639496,0.1563949635520212,68894.0,22909.0,26028.0
2016-05-26_07,112594,241309,148,1477,83,1708,520,904,916,408,2228,0.40574506283662476,0.4111310592459605,0.18312387791741472,69355.0,23045.0,26130.0
2016-05-26_08,113051,242434,189,1375,68,1632,689,1014,909,398,2321,0.43688065489013356,0.3916415338216286,0.17147781128823783,69642.0,23182.0,26220.0
2016-05-26_09,113433,243529,170,1372,74,1616,605,944,876,401,2221,0.425033768572715,0.3944169293111211,0.18054930211616388,69974.0,23255.0,26284.0
2016-05-26_10,113841,244546,166,1264,65,1495,582,942,729,406,2077,0.4535387578237843,0.35098700048146364,0.19547424169475205,70297.0,23323.0,26375.0
2016-05-26_11,114282,245497,160,1170,83,1413,663,1025,713,338,2076,0.49373795761079,0.34344894026974954,0.1628131021194605,70581.0,23369.0,26434.0
2016-05-26_12,114658,246424,144,1190,85,1419,596,944,751,320,2015,0.4684863523573201,0.3727047146401985,0.1588089330024814,70950.0,23429.0,26508.0
2016-05-26_13,115041,247432,155,1269,65,1489,554,990,783,270,2043,0.4845814977973568,0.3832599118942731,0.13215859030837004,71328.0,23473.0,26638.0
2016-05-26_14,115364,248256,108,1051,56,1215,453,837,631,200,1668,0.5017985611510791,0.37829736211031173,0.11990407673860912,71619.0,23490.0,26716.0
2016-05-26_15,115699,249113,137,1168,53,1358,445,882,641,280,1803,0.4891846921797005,0.3555185801442041,0.1552967276760954,72003.0,23521.0,26768.0
2016-05-26_16,115972,249922,111,1048,60,1219,424,800,630,213,1643,0.48691418137553255,0.38344491783323187,0.12964090079123555,72317.0,23547.0,26821.0
2016-05-26_17,116304,250807,143,1205,50,1398,543,921,758,262,1941,0.47449768160741884,0.3905203503348789,0.1349819680577022,72699.0,23563.0,26849.0
2016-05-26_18,116641,251738,153,1348,53,1554,533,958,859,270,2087,0.4590321034978438,0.411595591758505,0.12937230474365116,73133.0,23602.0,26989.0
2016-05-26_19,117666,253604,329,2285,101,2715,1598,2323,1312,678,4313,0.5386042198006028,0.3041966148852307,0.15719916531416647,73675.0,23723.0,27540.0
2016-05-26_20,118327,255249,278,1979,102,2359,642,1430,1073,498,3001,0.47650783072309233,0.3575474841719427,0.16594468510496502,74151.0,23815.0,27781.0
2016-05-26_21,118840,256691,242,1747,77,2066,648,1161,1060,493,2714,0.42778187177597643,0.39056742815033163,0.18165070007369197,74610.0,23882.0,27953.0
2016-05-26_22,119497,258224,301,1672,111,2084,1095,1400,1072,707,3179,0.4403900597672224,0.3372129600503303,0.2223969801824473,74846.0,24164.0,28242.0
2016-05-26_23,119724,258933,144,875,30,1049,339,662,522,204,1388,0.4769452449567723,0.3760806916426513,0.14697406340057637,75053.0,24280.0,28329.0
2016-05-27_00,119814,259198,48,351,8,407,114,219,209,93,521,0.42034548944337813,0.40115163147792704,0.1785028790786948,75138.0,24310.0,28373.0
2016-05-27_01,119905,259392,34,218,3,255,103,100,89,169,358,0.27932960893854747,0.24860335195530725,0.4720670391061452,75181.0,24320.0,28402.0
2016-05-27_02,119968,259520,12,160,2,174,52,102,64,60,226,0.45132743362831856,0.2831858407079646,0.26548672566371684,75199.0,24323.0,28456.0
2016-05-27_03,120018,259629,10,141,2,153,106,70,51,138,259,0.2702702702702703,0.1969111969111969,0.5328185328185329,75212.0,24355.0,28482.0
2016-05-27_04,120081,259806,19,225,4,248,157,121,134,150,405,0.29876543209876544,0.3308641975308642,0.37037037037037035,75256.0,24381.0,28520.0
2016-05-27_05,120226,260221,57,586,20,663,230,332,331,230,893,0.3717805151175812,0.3706606942889138,0.25755879059350506,75369.0,24455.0,28584.0
2016-05-27_06,120519,261074,107,1229,41,1377,471,678,699,471,1848,0.36688311688311687,0.3782467532467532,0.25487012987012986,75737.0,24596.0,28760.0
2016-05-27_07,120972,262142,207,1413,69,1689,663,1014,832,506,2352,0.43112244897959184,0.35374149659863946,0.2151360544217687,76093.0,24780.0,28939.0
2016-05-27_08,121378,263264,223,1401,74,1698,700,972,919,507,2398,0.4053377814845705,0.3832360300250208,0.21142618849040867,76503.0,24943.0,29048.0
2016-05-27_09,121804,264268,172,1326,63,1561,569,883,761,486,2130,0.41455399061032866,0.3572769953051643,0.22816901408450704,76796.0,25075.0,29192.0
